SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,bureau_kredi_sayisi,bureau_farkli_kredi_turu,bureau_toplam_borc,bureau_aktif_kredi_sayisi,prev_basvuru_sayisi,prev_red_sayisi,prev_onay_sayisi,prev_kredi_farki_ort,son_basvuru_gunu,inst_toplam_taksit_sayisi,inst_ortalama_gecikme_gunu,inst_gecikmeli_odeme_sayisi,inst_eksik_odeme_sayisi,pos_kayit_sayisi,pos_biten_kredi_sayisi,pos_ortalama_gecikme_gunu,pos_max_gecikme_gunu,cc_kayit_sayisi,cc_ortalama_bakiye,cc_limit_kullanim_orani,cc_toplam_atm_cekimi
149080,0,Cash loans,F,false,true,1,180000.0,622413.0,33894.0,495000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-10449,-348,-1233.0,-1241,,1,1,0,0,1,1,Managers,3.0,2,2,SUNDAY,10,0,0,0,1,1,1,Business Entity Type 3,0.65662352205548336,0.65485368923781262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-2066.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,5,1,2,-127.8,-63,20,-10.5,0,0,22,2,0.0,0,0,0.0,0.0,0.0
150865,0,Cash loans,M,false,true,1,76500.0,225000.0,23625.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005084,-10189,-908,-2541.0,-2875,,1,1,1,1,0,0,Drivers,3.0,2,2,MONDAY,19,0,0,0,0,1,1,Self-employed,,0.49702246063380789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-642.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,2,0,2,-14611.5,-408,7,-18.857142857142858,0,0,10,2,0.0,0,0,0.0,0.0,0.0
157284,0,Cash loans,M,true,true,0,135000.0,412942.5,44604.0,373500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.005144,-13979,-566,-2334.0,-2652,5.0,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,11,0,0,0,1,1,0,Self-employed,,0.0436715354110982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-374.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1,1,29782.17,0,11,4,6,542.86363636363626,-190,70,-1.5285714285714285,13,14,71,5,3.6901408450704225,107,0,0.0,0.0,0.0
174894,0,Cash loans,F,false,true,0,67500.0,508495.5,21672.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22724,365243,-2071.0,-4360,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,,0.20849808188342345,0.39449540531239935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-288.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,4,1,263110.5,2,18,3,8,11317.5,-107,145,-11.062068965517243,6,14,39,6,0.0,0,95,54459.320210526312,0.3025517789473684,303300.0
182717,0,Cash loans,M,true,false,1,135000.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-11929,-1047,-5833.0,-3939,24.0,1,1,0,1,0,0,Drivers,3.0,2,2,SUNDAY,16,0,0,0,0,1,1,Business Entity Type 1,,0.65880675188665017,0.61612169088720792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,1864435.5,2,4,0,4,-4081.5,-715,26,-7.26923076923077,3,0,31,1,0.0,0,0,0.0,0.0,0.0
182757,0,Cash loans,F,false,true,0,189000.0,1205896.5,35388.0,1053000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004,-16130,-1337,-9527.0,-5071,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 1,,0.61344797749099123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,8.0,0.0,-3037.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2,2,515326.5,2,3,0,2,26460.0,-127,16,-8.9374999999999982,7,12,15,1,0.0,0,92,0.0,0.0,0.0
182908,0,Cash loans,F,false,true,0,112500.0,101880.0,10206.0,90000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-18733,-2689,-1828.0,-2221,,1,1,1,1,1,0,Laborers,2.0,2,2,SATURDAY,10,0,0,0,0,1,1,Restaurant,,0.16219210595922867,0.59892621825692727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-401.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,69026.85,0,3,0,2,15844.5,-261,18,-11.944444444444445,0,0,18,2,0.0,0,0,0.0,0.0,0.0
184082,0,Cash loans,F,true,false,0,99000.0,339241.5,12919.5,238500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.002134,-11331,-1227,-53.0,-1377,6.0,1,1,0,1,0,0,Core staff,1.0,3,3,WEDNESDAY,6,0,0,0,0,1,1,School,,0.65087412816296109,0.62967425095387164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2,1,931171.5,1,4,1,2,18997.875,-231,38,-6.4210526315789469,1,2,13,1,0.0,0,20,46302.461999999992,0.70961627586206888,225000.0
201895,0,Cash loans,F,false,true,0,112500.0,532494.0,30699.0,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006629,-23044,-9912,-2782.0,-4820,,1,1,1,1,1,0,,2.0,2,2,MONDAY,4,0,0,0,0,0,0,Medicine,,0.49528955889503662,0.71949078509184361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,12,2,3678322.5,2,1,0,1,40612.5,-2077,16,-16.1875,0,0,17,1,0.0,0,0,0.0,0.0,0.0
205496,0,Cash loans,F,true,true,0,315000.0,824823.0,29353.5,688500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-18587,-5059,-4806.0,-2122,3.0,1,1,0,1,0,0,Managers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Services,,0.6849213338545771,0.57972742279211553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-215.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,9219253.5,2,2,0,1,0.0,-215,17,-1.1176470588235297,0,0,0,0,0.0,0,7,27132.39,0.602942,0.0
209693,0,Cash loans,F,false,true,0,180000.0,1350000.0,37125.0,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.014519999999999996,-14822,-2113,-2426.0,-5491,,1,1,0,1,0,0,Managers,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,Medicine,0.72935870329890928,0.72105818780743536,0.71215515519106976,,,0.9776,0.69400000000000006,,0.0,0.2069,0.1667,,0.0753,,0.1126,,0.0075,,,0.9777,0.706,,0.0,0.2069,0.1667,,0.0771,,0.1173,,0.008,,,0.9776,0.6981,,0.0,0.2069,0.1667,,0.0767,,0.1146,,0.0077,,block of flats,0.0902,Panel,false,3.0,0.0,3.0,0.0,-2329.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,6,2,4798215.0,4,3,0,2,3465.0,-108,104,-3.7692307692307696,9,4,26,2,0.30769230769230771,8,95,114778.49210526317,0.42510552631578952,390150.0
212599,0,Cash loans,M,false,false,0,360000.0,675000.0,80109.0,675000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.0105,-10214,-1871,-4579.0,-2875,,1,1,0,1,1,0,Managers,2.0,3,3,TUESDAY,14,0,0,0,0,0,0,Industry: type 4,0.17977084309428845,0.45452849253242428,0.70620510965365624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0,0.0,0.0,0.0,-1343.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,3,1,2059549.92,1,5,0,5,-11191.5,-1130,31,-7.419354838709677,0,0,36,4,0.0,0,0,0.0,0.0,0.0
214748,1,Revolving loans,F,false,true,0,180000.0,675000.0,33750.0,675000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.035792000000000004,-11406,-2798,-5330.0,-3315,,1,1,0,1,0,0,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.26025186773672959,0.687120987020943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,3,2,182440.08000000002,1,8,0,6,64990.6875,-194,60,-5.1166666666666671,8,8,38,5,0.36842105263157893,14,16,108820.22062499999,0.24182271249999998,261000.0
216004,1,Cash loans,F,true,true,0,157500.0,553581.0,40414.5,472500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0084739999999999989,-14798,-2060,-3959.0,-4318,8.0,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,0.53139916898061135,0.34790788015480811,0.0646719558983517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-152.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,16,2,1582716.645,7,9,1,6,3687.5,-139,102,-1.715686274509804,45,49,51,4,0.03921568627450981,1,16,134249.43656250002,0.99444027083333353,72000.0
229319,0,Cash loans,F,true,true,0,135000.0,545040.0,25407.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00823,-11790,-1902,-802.0,-3454,1.0,1,1,0,1,0,0,Accountants,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Self-employed,0.31765273489971696,0.4475439464914383,0.81061802155239693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1257.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,352048.5,1,1,0,1,1071.0,-1257,6,-10.166666666666666,0,0,7,1,0.0,0,0,0.0,0.0,0.0
232342,0,Cash loans,F,false,false,0,157500.0,906894.0,38551.5,796500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010032,-22940,365243,-7324.0,-4766,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,6,0,0,0,0,0,0,XNA,,0.4071751240412011,0.52629493980961917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2363.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0,11,2,3610617.57,2,21,8,3,16425.0,-273,47,-16.914893617021278,0,0,31,0,0.0,0,8,102820.010625,0.43009677647058819,117000.0
